TITRE,Date de diffusion,Chaîne,Nationalité,Téléspectateurs (en millions),Part d'audience (en %),Jour,Vacances scolaires
GREMLINS,2019-02-05,Gulli,Etats-Unis,0.58364,2.5,Tuesday,non
LES GOONIES,2019-03-12,Gulli,Etats-Unis,0.58364,2.5,Tuesday,non
GREMLINS 2,2019-02-12,Gulli,Etats-Unis,0.58364,2.4,Tuesday,oui
LE COUP DU PARAPLUIE,2019-10-20,Gulli,France,0.5803,2.7,Sunday,oui
LES AVENTURES D'ARSENE LUPIN,2019-05-06,Gulli,France,0.5803,2.6,Monday,non
TURBO,2019-05-07,Gulli,Etats-Unis,0.5803,2.5,Tuesday,non
LE LORAX,2019-04-09,Gulli,Etats-Unis,0.525276,1.9,Tuesday,non
BELLE ET SEBASTIEN,2019-11-07,Gulli,France,0.52227,2.4,Thursday,non
BEETHOVEN 2,2019-09-17,Gulli,Etats-Unis,0.52227,2.3,Tuesday,non
CHICKEN RUN,2019-01-03,Gulli,Europe,0.466912,1.9,Thursday,oui
AVENGERS : ENDGAME,2019-12-25,Canal +,Etats-Unis,0.92848,5.1,Wednesday,oui
ALL INCLUSIVE,2019-12-20,Canal +,France,0.87045,3.8,Friday,non
LE RETOUR DU HEROS,2019-01-04,Canal +,France,0.817096,3.3,Friday,oui
ASTERIX : LE SECRET DE LA POTION MAGIQUE,2019-10-18,Canal +,France,0.81242,3.4,Friday,non
AVENGERS : INFINITY WAR,2019-04-26,Canal +,Etats-Unis,0.758732,3.5,Friday,oui
RAMPAGE : HORS DE CONTROLE,2019-02-08,Canal +,Etats-Unis,0.758732,3.3,Friday,non
LA MULE,2019-10-29,Canal +,Etats-Unis,0.75439,3.1,Tuesday,oui
DEADPOOL 2,2019-02-15,Canal +,Etats-Unis,0.700368,3.1,Friday,oui
TAXI 5,2019-01-25,Canal +,France,0.700368,2.9,Friday,non
BLACK PANTHER,2019-01-11,Canal +,Etats-Unis,0.700368,2.8,Friday,non
HOMEFRONT,2019-04-22,C8,Etats-Unis,1.575828,7.7,Monday,oui
BALADE ENTRE LES TOMBES,2019-06-10,C8,Etats-Unis,1.39272,6.5,Monday,non
L'AGENCE TOUS RISQUES,2019-04-01,C8,Etats-Unis,1.284008,5.7,Monday,non
JOHN WICK,2019-02-04,C8,Etats-Unis,1.225644,5.6,Monday,non
TERMINATOR : GENISYS,2019-03-11,C8,Etats-Unis,1.16728,5.3,Monday,non
RAMBO III,2019-10-14,C8,Etats-Unis,1.1606,5.2,Monday,non
"SHOOTER, TIREUR D'ELITE",2019-04-08,C8,Etats-Unis,1.108916,5.4,Monday,non
STAR TREK : SANS LIMITES,2019-04-29,C8,Etats-Unis,1.10257,5.5,Monday,oui
BALADE ENTRE LES TOMBES,2019-01-07,C8,Etats-Unis,1.050552,4.8,Monday,oui
NON-STOP,2019-04-15,C8,Europe,1.050552,4.7,Monday,oui
MARIAGE CHEZ LES BODIN'S,2019-04-22,CStar,France,0.87546,3.9,Monday,oui
AMELIE AU PAYS DES BODIN'S,2019-04-29,CStar,France,0.75439,3.3,Monday,oui
G.I. JOE : CONSPIRATION,2019-04-11,CStar,Etats-Unis,0.700368,3.1,Thursday,non
"X-MEN, L'AFFRONTEMENT FINAL",2019-05-16,CStar,Etats-Unis,0.63833,2.7,Thursday,non
LE JOUR OU LA TERRE S'ARRETA,2019-04-25,CStar,Etats-Unis,0.58364,2.6,Thursday,oui
TRANSFORMERS : L'AGE DE L'EXTINCTION,2019-05-23,CStar,Etats-Unis,0.5803,3.0,Thursday,non
LES 4 FANTASTIQUES,2019-10-10,CStar,Etats-Unis,0.5803,2.6,Thursday,non
LES 4 FANTASTIQUES ET LE SURFER D'ARGENT,2019-10-17,CStar,Etats-Unis,0.5803,2.5,Thursday,non
FLIGHT,2019-03-28,CStar,Etats-Unis,0.525276,2.7,Thursday,non
"I, ROBOT",2019-09-19,CStar,Etats-Unis,0.52227,2.5,Thursday,non
LE NOUVEAU PROTOCOLE,2019-08-20,NRJ12,France,0.87045,4.5,Tuesday,oui
OTAGE,2019-01-31,NRJ12,Etats-Unis,0.817096,3.5,Thursday,non
LE COLLECTIONNEUR,2019-01-10,NRJ12,Etats-Unis,0.758732,3.3,Thursday,non
ON L'APPELLE TRINITA,2019-07-30,NRJ12,France,0.75439,4.1,Tuesday,oui
LA LEGENDE DE ZORRO,2019-12-10,NRJ12,Etats-Unis,0.69636,3.2,Tuesday,non
LA CHUTE DE LA MAISON BLANCHE,2019-12-15,NRJ12,Etats-Unis,0.69636,2.9,Sunday,non
LE DERNIER DES TEMPLIERS,2019-01-17,NRJ12,Etats-Unis,0.642004,2.9,Thursday,non
ON CONTINUE A L'APPELER TRINITA,2019-08-06,NRJ12,France,0.63833,3.9,Tuesday,oui
MONSIEUR PAPA,2019-07-11,NRJ12,France,0.63833,3.4,Thursday,oui
LES TROIS MOUSQUETAIRES,2019-07-09,NRJ12,France,0.63833,3.3,Tuesday,oui
LE GRAND ALIBI,2019-12-26,Chérie 25,France,0.75439,3.5,Thursday,oui
LA MOME,2019-05-27,Chérie 25,France,0.75439,3.5,Monday,non
DOUBLE JEU,2019-05-02,Chérie 25,Etats-Unis,0.75439,3.1,Thursday,non
IMOGENE MCCARTHERY,2019-01-21,Chérie 25,France,0.700368,2.7,Monday,non
L'ECHANGE,2019-12-12,Chérie 25,Etats-Unis,0.69636,3.4,Thursday,non
SIXIEME SENS,2019-01-17,Chérie 25,Etats-Unis,0.642004,2.9,Thursday,non
3 COEURS,2019-04-08,Chérie 25,France,0.58364,2.3,Monday,non
EMBRASSEZ QUI VOUS VOUDREZ,2019-04-01,Chérie 25,France,0.58364,2.3,Monday,non
DE ROUILLE ET D'OS,2019-06-03,Chérie 25,France,0.5803,2.7,Monday,non
SWITCH,2019-05-09,Chérie 25,France,0.5803,2.5,Thursday,non
MAN ON FIRE,2019-12-19,RMC Story,Etats-Unis,0.69636,3.4,Thursday,non
RAIN MAN,2019-02-17,RMC Story,Etats-Unis,0.408548,1.9,Sunday,oui
DES HOMMES ET DES DIEUX,2019-01-06,RMC Story,France,0.408548,1.7,Sunday,oui
NEGOCIATEUR,2019-08-18,RMC Story,Etats-Unis,0.40621,2.1,Sunday,oui
DETECTIVE DEE 2 : LA LEGENDE DU DRAGON DES MERS,2019-05-05,RMC Story,autres nationalités,0.40621,1.9,Sunday,non
MA PART DU GATEAU,2019-12-26,RMC Story,France,0.40621,1.8,Thursday,oui
PRESUME COUPABLE,2019-12-15,RMC Story,France,0.40621,1.6,Sunday,non
LE BAISER MORTEL DU DRAGON,2019-04-21,RMC Story,France,0.350184,1.6,Sunday,oui
LA TAUPE,2019-01-27,RMC Story,France,0.350184,1.5,Sunday,non
MIAMI VICE,2019-03-03,RMC Story,Etats-Unis,0.350184,1.4,Sunday,non
IMPITOYABLE,2019-02-24,Arte,Etats-Unis,2.33456,9.9,Sunday,oui
DANS LA BRUME ELECTRIQUE,2019-10-13,Arte,France,1.97302,8.5,Sunday,non
LE BOUCHER,2019-02-18,Arte,France,1.809284,7.2,Monday,oui
NEVADA SMITH,2019-06-16,Arte,Etats-Unis,1.79893,8.5,Sunday,non
LE CRIME ETAIT PRESQUE PARFAIT,2019-01-03,Arte,Etats-Unis,1.634192,6.7,Thursday,oui
IRREPROCHABLE,2019-01-16,Arte,France,1.575828,6.6,Wednesday,non
QUAI D'ORSAY,2019-10-09,Arte,France,1.56681,6.8,Wednesday,non
L'HOMME DE LA PLAINE,2019-10-21,Arte,Etats-Unis,1.56681,6.0,Monday,oui
LA CEREMONIE,2019-02-17,Arte,France,1.517464,6.3,Sunday,oui
LADY CHATTERLEY,2019-10-16,Arte,France,1.50878,7.4,Wednesday,non
LES CHORISTES,2020-03-22,France 2,France,5.39679,19.3,Sunday,non
LA FOLIE DES GRANDEURS,2020-04-12,France 2,France,5.39679,18.6,Sunday,oui
LES TONTONS FLINGUEURS,2020-01-05,France 2,France,5.10664,21.9,Sunday,oui
SKYFALL,2020-11-29,France 2,Europe,5.014854,21.2,Sunday,non
007 SPECTRE,2020-12-06,France 2,Europe,4.89957,21.1,Sunday,non
JAMES BOND 007 CONTRE DOCTEUR NO,2020-11-01,France 2,Europe,4.553718,18.3,Sunday,oui
LE BRIO,2020-05-24,France 2,France,4.553718,17.4,Sunday,non
"MISSION : IMPOSSIBLE, PROTOCOLE FANTOME",2020-05-10,France 2,Etats-Unis,4.32315,17.2,Sunday,non
L'ECOLE BUISSONNIERE,2020-02-23,France 2,France,4.29422,18.2,Sunday,oui
PAPY FAIT DE LA RESISTANCE,2020-03-29,France 2,France,4.29422,15.6,Sunday,non
LE MUR DE L'ATLANTIQUE,2020-06-18,France 3,France,4.150224,18.3,Thursday,non
UN ELEPHANT CA TROMPE ENORMEMENT,2020-12-23,France 3,France,3.74673,14.6,Wednesday,oui
LES SOUVENIRS,2020-09-10,France 3,France,3.17031,13.4,Thursday,non
BON RETABLISSEMENT,2020-01-02,France 3,France,3.13362,13.7,Thursday,oui
LES GRANDS ESPRITS,2020-04-16,France 3,France,2.95953,11.0,Thursday,oui
LE RETOUR DU HEROS,2020-10-22,France 3,France,2.824458,11.5,Thursday,oui
9 MOIS FERME,2020-04-23,France 3,France,2.78544,9.9,Thursday,non
LES SEPT MERCENAIRES,2020-11-05,France 3,Etats-Unis,2.766816,11.7,Thursday,non
MES HEROS,2020-10-29,France 3,France,2.766816,11.2,Thursday,oui
LARGUEES,2020-09-03,France 3,France,2.709174,12.0,Thursday,non
L'ESPION QUI M'AIMAIT,2020-04-01,France 4,Europe,1.21863,4.3,Wednesday,non
RIEN QUE POUR VOS YEUX,2020-04-08,France 4,Europe,1.10257,4.0,Wednesday,oui
VIVRE ET LAISSER MOURIR,2020-03-25,France 4,Europe,1.04454,3.8,Wednesday,non
LA CHEVRE,2020-08-26,France 4,France,1.037556,5.1,Wednesday,oui
LES DIAMANTS SONT ETERNELS,2020-01-22,France 4,Europe,0.98651,4.2,Wednesday,non
THE KARATE KID,2020-04-22,France 4,Etats-Unis,0.98651,3.6,Wednesday,non
MONUMENTS MEN,2020-01-08,France 4,Etats-Unis,0.92848,4.0,Wednesday,non
OPERATION TONNERRE,2020-03-18,France 4,Europe,0.92848,3.6,Wednesday,non
MONUMENTS MEN,2020-05-17,France 4,Etats-Unis,0.922272,3.7,Sunday,non
JAMAIS PLUS JAMAIS,2020-01-15,France 4,Etats-Unis,0.87045,4.0,Wednesday,non
BULLITT,2020-04-20,France 5,Etats-Unis,2.03105,7.2,Monday,non
MAX ET LES FERRAILLEURS,2020-06-01,France 5,France,1.844544,7.7,Monday,non
MENACE (LA),2020-06-15,France 5,France,1.844544,7.4,Monday,non
MORTELLE RANDONNEE,2020-06-29,France 5,France,1.72926,7.7,Monday,non
UNE ETRANGE AFFAIRE,2020-05-25,France 5,France,1.671618,6.7,Monday,non
SYMPHONIE POUR UN MASSACRE,2020-04-27,France 5,France,1.39272,4.9,Monday,non
CORPS DE MON ENNEMI (LE),2020-09-14,France 5,France,1.325766,5.5,Monday,non
AVENTURE C'EST L'AVENTURE (L'),2020-11-16,France 5,France,1.325766,5.2,Monday,non
ETE EN PENTE DOUCE (L'),2020-11-30,France 5,France,1.325766,5.2,Monday,non
"NIMITZ, RETOUR VERS L'ENFER",2020-02-10,France 5,Etats-Unis,1.21863,5.2,Monday,non
LES VISITEURS,2020-04-30,TF1,France,8.06617,28.0,Thursday,non
HARRY POTTER ET LE PRISONNIER D'AZKABAN,2020-04-28,TF1,Europe,7.83405,29.7,Tuesday,non
HARRY POTTER A L'ECOLE DES SORCIERS,2020-04-14,TF1,Etats-Unis,7.71799,30.0,Tuesday,oui
LE DINER DE CONS,2020-05-14,TF1,France,7.49346,27.4,Thursday,non
HARRY POTTER ET LA COUPE DE FEU,2020-05-05,TF1,Europe,7.262892,28.0,Tuesday,non
HARRY POTTER ET LA CHAMBRE DES SECRETS,2020-04-21,TF1,Etats-Unis,7.19572,28.9,Tuesday,non
HARRY POTTER ET L'ORDRE DU PHENIX,2020-05-12,TF1,Europe,7.147608,27.2,Tuesday,non
ON A RETROUVE LA 7EME COMPAGNIE,2020-04-16,TF1,France,7.02163,25.5,Thursday,oui
LA CH'TITE FAMILLE,2020-09-13,TF1,France,6.974682,30.7,Sunday,non
HARRY POTTER ET LE PRINCE DE SANG-MELE,2020-05-19,TF1,Europe,6.974682,29.8,Tuesday,non
MAIS OU EST DONC PASSEE LA 7EME COMPAGNIE ?,2020-10-28,TMC,France,1.786902,7.0,Wednesday,oui
HARRY POTTER A L'ECOLE DES SORCIERS,2020-12-14,TMC,Etats-Unis,1.671618,8.7,Monday,non
LES GARDIENS DE LA GALAXIE VOL. 2,2020-10-19,TMC,Etats-Unis,1.671618,7.7,Monday,oui
LA 7EME COMPAGNIE AU CLAIR DE LUNE,2020-11-11,TMC,France,1.671618,6.6,Wednesday,non
HARRY POTTER ET LA CHAMBRE DES SECRETS,2020-12-21,TMC,Etats-Unis,1.613976,7.7,Monday,oui
EXPENDABLES 3,2020-09-28,TMC,Etats-Unis,1.613976,7.3,Monday,non
MECHANIC : RESURRECTION,2020-06-08,TMC,Etats-Unis,1.613976,7.3,Monday,non
EXPENDABLES 2 : UNITE SPECIALE,2020-09-21,TMC,Etats-Unis,1.556334,6.7,Monday,non
LE TRANSPORTEUR 2,2020-05-18,TMC,France,1.556334,6.1,Monday,non
ON A RETROUVE LA 7EME COMPAGNIE,2020-11-04,TMC,France,1.44105,5.8,Wednesday,non
MEN IN BLACK 3,2020-03-29,TFX,Etats-Unis,1.27666,4.5,Sunday,non
HITMAN AND BODYGUARD,2020-12-06,TFX,Europe,1.15284,4.6,Sunday,non
OBLIVION,2020-05-31,TFX,Etats-Unis,1.095198,5.0,Sunday,non
ASSASSIN'S CREED,2020-03-19,TFX,Etats-Unis,1.04454,4.0,Thursday,non
A LA CROISEE DES MONDES : LA BOUSSOLE D'OR,2020-12-29,TFX,Europe,1.037556,4.1,Tuesday,oui
LE PARI,2020-03-17,TFX,France,0.98651,3.5,Tuesday,non
LE SEIGNEUR DES ANNEAUX : LE RETOUR DU ROI,2020-12-17,TFX,,0.979914,5.7,Thursday,non
LE SEIGNEUR DES ANNEAUX : LES DEUX TOURS,2020-12-10,TFX,,0.979914,5.1,Thursday,non
LA MORT DANS LA PEAU,2020-10-01,TFX,Etats-Unis,0.979914,4.4,Thursday,non
EQUALIZER,2020-11-29,TFX,Etats-Unis,0.979914,4.2,Sunday,non
L'ARME FATALE 4,2020-04-02,TF1 Séries Films,Etats-Unis,1.21863,4.6,Thursday,non
L'ARME FATALE 2,2020-03-19,TF1 Séries Films,Etats-Unis,1.10257,4.3,Thursday,non
L'ARME FATALE 3,2020-03-26,TF1 Séries Films,Etats-Unis,1.04454,3.7,Thursday,non
BLACK SEA,2020-03-22,TF1 Séries Films,Europe,0.98651,3.7,Sunday,non
LA RESURRECTION DU CHRIST,2020-04-09,TF1 Séries Films,Etats-Unis,0.92848,3.3,Thursday,oui
L'ARME FATALE,2020-03-12,TF1 Séries Films,Etats-Unis,0.87045,3.8,Thursday,non
BLACK BOOK,2020-05-03,TF1 Séries Films,Europe,0.81242,3.2,Sunday,non
AU COEUR DE L'OCEAN,2020-03-29,TF1 Séries Films,Etats-Unis,0.81242,3.0,Sunday,non
15 AOUT,2020-08-14,TF1 Séries Films,France,0.806988,4.8,Friday,oui
LE PLACARD,2020-08-21,TF1 Séries Films,France,0.806988,4.2,Friday,oui
COCO,2020-10-29,M6,Etats-Unis,4.841928,20.1,Thursday,oui
A FOND,2020-07-20,M6,France,4.265508,20.1,Monday,oui
RED 2,2020-06-01,M6,Etats-Unis,4.150224,18.2,Monday,non
ASTERIX : LE DOMAINE DES DIEUX,2020-03-24,M6,France,3.88801,14.4,Tuesday,non
RED,2020-05-25,M6,Etats-Unis,3.631446,15.1,Monday,non
PRETTY WOMAN,2020-06-22,M6,Etats-Unis,3.516162,16.2,Monday,non
LE GENDARME SE MARIE,2020-04-06,M6,France,3.4818,12.4,Monday,oui
LES AVENTURIERS DE L'ARCHE PERDUE,2020-08-26,M6,Etats-Unis,3.45852,17.9,Wednesday,oui
"LES DENTS, PIPI ET AU LIT",2020-07-27,M6,France,3.45852,17.4,Monday,oui
ZOOTOPIE,2020-12-21,M6,Etats-Unis,3.45852,13.1,Monday,oui
DIE HARD 4 : RETOUR EN ENFER,2020-03-30,W9,Etats-Unis,2.49529,9.6,Monday,non
UNE JOURNEE EN ENFER,2020-03-23,W9,Etats-Unis,1.79893,6.9,Monday,non
"TWILIGHT CHAPITRE 5 : REVELATION, 2EME PARTIE",2020-05-18,W9,Etats-Unis,1.671618,6.7,Monday,non
ASTERIX : LE DOMAINE DES DIEUX,2020-08-27,W9,France,1.556334,7.1,Thursday,oui
TAKEN 3,2020-02-03,W9,France,1.50878,6.5,Monday,non
MALEFIQUE,2020-04-09,W9,Etats-Unis,1.50878,5.3,Thursday,oui
FLIC OU VOYOU,2020-07-14,W9,France,1.498692,7.1,Tuesday,oui
TWILIGHT CHAPITRE 3 : HESITATION,2020-05-04,W9,Etats-Unis,1.498692,5.6,Monday,non
DIVERGENTE 2 : L'INSURRECTION,2020-02-17,W9,Etats-Unis,1.39272,5.9,Monday,oui
L'APPRENTI SORCIER,2020-03-17,W9,Etats-Unis,1.39272,5.0,Tuesday,non
TRANSFORMERS : THE LAST KNIGHT,2020-09-27,6ter,Etats-Unis,1.037556,5.5,Sunday,non
PIRATES DES CARAIBES : LA VENGEANCE DE SALAZAR,2020-03-15,6ter,Etats-Unis,0.92848,4.0,Sunday,non
LA GLOIRE DE MON PERE,2020-04-14,6ter,France,0.92848,3.4,Tuesday,oui
RUSH HOUR 2,2020-12-02,6ter,Etats-Unis,0.922272,3.6,Wednesday,non
RUSH HOUR 3,2020-12-09,6ter,Etats-Unis,0.922272,3.6,Wednesday,non
LE GENDARME DE SAINT-TROPEZ,2020-07-28,6ter,France,0.86463,4.4,Tuesday,oui
LE GENDARME EN BALADE,2020-08-18,6ter,France,0.86463,4.3,Tuesday,oui
XXX : REACTIVATED,2020-10-25,6ter,Etats-Unis,0.86463,3.8,Sunday,oui
LA LEGENDE DU DRAGON,2020-12-16,6ter,Europe,0.86463,3.6,Wednesday,non
LE GENDARME SE MARIE,2020-08-11,6ter,France,0.806988,4.1,Tuesday,oui
"SHREK 4, IL ETAIT UNE FIN",2020-04-20,Gulli,Etats-Unis,0.98651,3.5,Monday,non
SHREK LE TROISIEME,2020-04-13,Gulli,Etats-Unis,0.98651,3.3,Monday,oui
SHREK 2,2020-04-06,Gulli,Etats-Unis,0.81242,2.9,Monday,oui
ASTERIX ET LES INDIENS,2020-05-21,Gulli,Europe,0.749346,3.1,Thursday,non
ASTERIX ET LA SURPRISE DE CESAR,2020-12-01,Gulli,France,0.691704,2.7,Tuesday,non
ALVIN ET LES CHIPMUNKS : A FOND LA CAISSE,2020-03-31,Gulli,Etats-Unis,0.63833,2.2,Tuesday,non
LES DOUZE TRAVAUX D'ASTERIX,2020-11-24,Gulli,France,0.634062,2.3,Tuesday,non
LES SCHTROUMPFS ET LE VILLAGE PERDU,2020-03-03,Gulli,Etats-Unis,0.5803,2.4,Tuesday,non
ASTERIX ET CLEOPATRE,2020-11-10,Gulli,France,0.57642,2.1,Tuesday,non
ANGRY BIRDS : LE FILM,2020-03-17,Gulli,Etats-Unis,0.52227,1.8,Tuesday,non
REBELLES,2020-03-31,Canal +,France,2.3212,7.8,Tuesday,non
VENISE N'EST PAS EN ITALIE,2020-03-18,Canal +,France,2.08908,7.4,Wednesday,non
TROIS JOURS ET UNE VIE,2020-03-21,Canal +,France,1.50878,5.3,Saturday,non
YAO,2020-03-17,Canal +,France,1.27666,4.5,Tuesday,non
ALADDIN,2020-03-13,Canal +,Etats-Unis,1.21863,5.0,Friday,non
LE ROI LION,2020-04-07,Canal +,Etats-Unis,1.21863,4.3,Tuesday,oui
LA REINE DES NEIGES 2,2020-12-18,Canal +,Etats-Unis,1.210482,4.5,Friday,non
A COUTEAUX TIRES,2020-11-06,Canal +,Etats-Unis,1.095198,4.3,Friday,non
"TANGUY, LE RETOUR",2020-03-27,Canal +,France,0.98651,3.3,Friday,non
TOY STORY 4,2020-04-03,Canal +,Etats-Unis,0.98651,3.2,Friday,non
LA FAMILLE BELIER,2020-05-11,C8,France,2.248038,9.1,Monday,non
LA CUISINE AU BEURRE,2020-04-26,C8,France,1.27666,4.8,Sunday,non
SALT,2020-03-22,C8,Etats-Unis,1.21863,4.4,Sunday,non
LES GALETTES DE PONT-AVEN,2020-12-13,C8,France,1.210482,5.0,Sunday,non
TOUCHEZ PAS AU GRISBI,2020-05-03,C8,France,1.1606,4.2,Sunday,non
LE PETIT MONDE DE DON CAMILLO,2020-09-27,C8,France,1.15284,5.3,Sunday,non
KINGSMAN : LE CERCLE D'OR,2020-11-02,C8,Europe,1.15284,5.2,Monday,oui
LE CONTRAT,2020-12-07,C8,Etats-Unis,1.15284,5.1,Monday,non
CE QUE VEULENT LES FEMMES,2020-04-02,C8,Etats-Unis,1.10257,4.7,Thursday,non
SANS MOBILE APPARENT,2020-12-20,C8,France,1.095198,4.2,Sunday,oui
HOMEFRONT,2020-11-25,CStar,Etats-Unis,1.095198,4.2,Wednesday,non
TRUE LIES,2020-10-21,CStar,Etats-Unis,0.922272,4.2,Wednesday,oui
AGENTS SECRETS,2020-04-09,CStar,France,0.81242,3.0,Thursday,oui
RIVIERES POURPRES 2 : LES ANGES DE L'APOCALYPSE (LES),2020-10-08,CStar,France,0.806988,3.6,Thursday,non
LA NUIT AU MUSEE 2,2020-05-28,CStar,Etats-Unis,0.749346,3.1,Thursday,non
SPEED,2020-11-11,CStar,Etats-Unis,0.749346,3.0,Wednesday,non
LA GRANDE MURAILLE,2020-11-04,CStar,Etats-Unis,0.749346,2.9,Wednesday,non
BABYLON A.D.,2020-11-18,CStar,France,0.691704,2.8,Wednesday,non
LA NUIT AU MUSEE,2020-05-21,CStar,Etats-Unis,0.691704,2.8,Thursday,non
TERMINATOR : GENISYS,2020-09-10,CStar,Etats-Unis,0.634062,2.9,Thursday,non
ON L'APPELLE TRINITA,2020-07-21,NRJ12,France,1.095198,5.5,Tuesday,oui
COWBOYS ET ENVAHISSEURS,2020-11-03,NRJ12,Etats-Unis,1.095198,4.3,Tuesday,non
"SHOOTER, TIREUR D'ELITE",2020-09-01,NRJ12,Etats-Unis,0.922272,4.3,Tuesday,oui
CONTRE-ENQUETE,2020-10-06,NRJ12,France,0.922272,4.0,Tuesday,non
JASON BOURNE : L'HERITAGE,2020-03-24,NRJ12,Etats-Unis,0.87045,3.8,Tuesday,non
ON CONTINUE A L'APPELER TRINITA,2020-07-28,NRJ12,France,0.86463,4.5,Tuesday,oui
CODE MERCURY,2020-06-09,NRJ12,Etats-Unis,0.86463,3.7,Tuesday,non
PARKER,2020-01-12,NRJ12,Etats-Unis,0.81242,3.6,Sunday,non
JAPPELOUP,2020-04-14,NRJ12,France,0.81242,2.9,Tuesday,oui
ATTRACTION,2020-07-07,NRJ12,Europe,0.806988,3.8,Tuesday,oui
EN EQUILIBRE,2020-11-06,Chérie 25,France,0.922272,3.3,Friday,non
SUR LA ROUTE DE MADISON,2020-04-16,Chérie 25,Etats-Unis,0.81242,3.4,Thursday,oui
AVANT L'HIVER,2020-04-27,Chérie 25,France,0.81242,2.9,Monday,non
DOUBLE JEU,2020-05-21,Chérie 25,Etats-Unis,0.806988,3.3,Thursday,non
UN SECRET,2020-10-30,Chérie 25,France,0.806988,3.3,Friday,oui
PEUR PRIMALE,2020-05-28,Chérie 25,Etats-Unis,0.749346,3.5,Thursday,non
HAUTE VOLTIGE,2020-05-07,Chérie 25,Etats-Unis,0.749346,2.9,Thursday,non
LE PACIFICATEUR,2020-04-23,Chérie 25,Etats-Unis,0.69636,2.8,Thursday,non
MISS DAISY ET SON CHAUFFEUR,2020-06-25,Chérie 25,Etats-Unis,0.691704,3.3,Thursday,non
LE NOUVEAU PROTOCOLE,2020-07-16,Chérie 25,France,0.691704,3.1,Thursday,oui
LES HUIT SALOPARDS,2020-06-07,Arte,Etats-Unis,2.132754,9.8,Sunday,non
L'IVRESSE DU POUVOIR,2020-09-20,Arte,France,2.132754,9.4,Sunday,non
RIEN NE VA PLUS,2020-06-10,Arte,France,2.132754,7.8,Wednesday,non
UN AIR DE FAMILLE,2020-01-29,Arte,France,2.03105,9.0,Wednesday,non
LA CHAMBRE BLEUE,2020-03-25,Arte,France,2.03105,6.9,Wednesday,non
L'HEURE D'ETE,2020-04-22,Arte,France,2.03105,6.9,Wednesday,non
LES GRANDES GUEULES,2020-12-14,Arte,France,2.01747,8.1,Monday,non
LES SEPT MERCENAIRES,2020-12-13,Arte,Etats-Unis,2.01747,8.0,Sunday,non
LA MARIEE ETAIT EN NOIR,2020-10-19,Arte,France,2.01747,7.8,Monday,oui
LES AFFAMEURS,2020-12-28,Arte,Etats-Unis,1.959828,7.8,Monday,oui
IBIZA,2021-07-04,France 2,France,5.127646,23.7,Sunday,non
GREEN BOOK : SUR LES ROUTES DU SUD,2021-02-07,France 2,Etats-Unis,4.669002,19.5,Sunday,oui
VOYEZ COMME ON DANSE,2021-04-11,France 2,France,4.496076,17.6,Sunday,oui
LE GOUT DES AUTRES,2021-01-20,France 2,France,4.438434,17.8,Wednesday,non
3 BILLBOARDS : LES PANNEAUX DE LA VENGEANCE,2021-01-10,France 2,Europe,4.380792,18.0,Sunday,non
LE PROFESSIONNEL,2021-09-07,France 2,France,4.263436,18.8,Tuesday,non
UN HOMME PRESSE,2021-03-14,France 2,France,4.150224,16.0,Sunday,non
DOCTEUR ?,2021-12-12,France 2,France,3.975366,17.5,Sunday,non
L'EMPEREUR DE PARIS,2021-01-17,France 2,France,3.74673,16.0,Sunday,non
LES CHATOUILLES,2021-03-17,France 2,France,3.74673,15.1,Wednesday,non
LES VIEUX FOURNEAUX,2021-12-16,France 3,France,3.226384,14.2,Thursday,non
SANG FROID,2021-12-02,France 3,Europe,2.765472,12.9,Thursday,non
PAULINE DETECTIVE,2021-08-16,France 3,France,2.650244,12.5,Monday,oui
JACK REACHER,2021-02-04,France 3,Etats-Unis,2.59389,11.2,Thursday,non
LA FAILLE,2021-02-15,France 3,Etats-Unis,2.536248,10.5,Monday,oui
APPALOOSA,2021-01-28,France 3,Etats-Unis,2.478606,10.7,Thursday,non
L'INCROYABLE HISTOIRE DU FACTEUR CHEVAL,2021-04-05,France 3,France,2.478606,9.3,Monday,non
UN CRIME AU PARADIS,2021-08-02,France 3,France,2.477402,12.0,Monday,oui
L'HERMINE,2021-11-18,France 3,France,2.477402,11.5,Thursday,non
AURORE,2021-02-25,France 3,France,2.420964,10.4,Thursday,non
L'ASCENSION,2021-01-08,France 4,France,0.749346,3.1,Friday,non
LE MARIAGE DE MON MEILLEUR AMI,2021-02-26,France 4,Etats-Unis,0.518778,2.3,Friday,non
"TERRA WILLY, PLANETE INCONNUE",2021-04-23,France 4,France,0.461136,1.7,Friday,oui
HAPPY FEET 2,2021-02-19,France 4,,0.403494,1.7,Friday,oui
HAPPY FEET,2021-02-12,France 4,Etats-Unis,0.403494,1.6,Friday,oui
TERRE DES OURS,2021-03-12,France 4,France,0.403494,1.5,Friday,non
ETRE ET AVOIR,2021-03-05,France 4,France,0.345852,1.4,Friday,non
LE SECRET DE L'ETOILE DU NORD,2021-02-05,France 4,Europe,0.345852,1.4,Friday,non
CROC-BLANC,2021-04-16,France 4,France,0.345852,1.3,Friday,oui
CIGOGNES ET COMPAGNIE,2021-03-19,France 4,Etats-Unis,0.28821,1.2,Friday,non
COUP DE TORCHON,2021-03-29,France 5,France,1.498692,5.9,Monday,non
BLOW OUT,2021-02-01,France 5,Etats-Unis,1.383408,5.5,Monday,non
