TITRE,Date de diffusion,Chaîne,Nationalité,Téléspectateurs (en millions),Part d'audience (en %),Jour,Vacances scolaires,IMDB ID,IMDB - Note moyenne,IMDB - Nombre de votes
LA GRANDE VADROUILLE,2012-01-01,TF1,France/Royaume-Uni,8.899638,35.2,Sunday,oui,tt0060474,7.9,20921
ASTERIX ET OBELIX : MISSION CLEOPATRE,2012-03-04,TF1,France,8.428134,31.6,Sunday,non,tt0250223,6.7,59362
LA VERITE SI JE MENS II,2012-01-31,M6,France,6.129552,22.5,Tuesday,non,tt0214289,6.3,3803
NE LE DIS A PERSONNE,2012-10-15,M6,France,5.127606,21.2,Monday,non,tt0362225,7.5,58967
PREDICTIONS,2012-01-24,M6,AU,4.832916,18.4,Tuesday,non,tt0448011,6.2,252973
LA-HAUT,2012-04-08,M6,Etats-Unis,4.773978,18.9,Sunday,oui,tt1049413,8.3,1160810
2012,2012-12-18,M6,Etats-Unis,4.71504,19.1,Tuesday,non,tt1190080,5.8,405977
LES TONTONS FLINGUEURS,2013-11-24,France 2,France / Italie / Allemagne,6.75222,24.2,Sunday,non,tt0057591,7.7,6773
SHUTTER ISLAND,2013-02-03,France 2,Etats-Unis,6.10069,23.2,Sunday,non,tt1130884,8.2,1514743
INVICTUS,2013-12-08,France 2,Etats-Unis,5.21224,19.5,Sunday,non,tt1057500,7.3,170009
QUANTUM OF SOLACE,2013-12-15,France 2,Royaume-Uni,5.15301,18.5,Sunday,non,tt0830515,6.5,479298
NIGHT AND DAY,2013-05-05,France 2,Etats-Unis,5.09378,19.6,Sunday,non,tt1013743,6.3,213899
LA SOUPE AUX CHOUX,2013-04-18,France 3,France,4.1461,15.8,Thursday,oui,tt0083109,6.5,9884
L'AILE OU LA CUISSE,2013-03-07,France 3,France,3.25765,12.4,Thursday,non,tt0074103,7.2,12760
TRUE GRIT,2013-10-10,France 3,Etats-Unis,3.19842,12.2,Thursday,non,tt1403865,7.6,363595
RED,2013-11-21,France 3,Etats-Unis,3.13919,11.8,Thursday,non,tt1245526,7.0,329716
"JE VAIS BIEN, NE T'EN FAIS PAS",2013-11-28,France 3,France,3.07996,11.5,Thursday,non,tt0485241,7.3,11481
THOR,2013-10-28,France 4,Etats-Unis,2.19151,7.9,Monday,oui,tt0800369,7.0,920484
LE SEIGNEUR DES ANNEAUX : LES DEUX TOURS,2013-11-03,France 4,NZ,1.65844,7.2,Sunday,oui,tt0167261,8.8,1841667
LES 4 FANTASTIQUES ET LE SURFER D'ARGENT,2013-04-28,France 4,Etats-Unis,1.53998,5.5,Sunday,oui,tt0486576,5.6,282934
LA VIE EST UN LONG FLEUVE TRANQUILLE,2013-12-22,France 4,France,1.36229,4.8,Sunday,oui,tt0096386,6.8,4816
THE GREEN HORNET,2013-11-11,France 4,Etats-Unis,1.30306,4.4,Monday,non,tt0990407,5.8,166054
"SLEEPY HOLLOW, LA LEGENDE DU CAVALIER SANS TETE",2013-01-02,Arte,Etats-Unis,1.95459,7.0,Wednesday,oui,tt0162661,7.3,394750
TOUCHEZ PAS AU GRISBI,2013-11-25,Arte,France / Italie,1.89536,6.7,Monday,non,tt0046451,7.7,8841
MISSISSIPPI BURNING,2013-03-11,Arte,Etats-Unis,1.65844,6.5,Monday,non,tt0095647,7.8,114889
SENS UNIQUE,2013-02-25,Arte,Etats-Unis,1.65844,5.8,Monday,oui,tt0093640,7.1,49248
BUFFET FROID,2013-12-16,Arte,France,1.59921,5.6,Monday,non,tt0078913,7.2,6712
SEVEN,2013-02-11,C8,Etats-Unis,2.13228,8.0,Monday,oui,tt0114369,8.6,1866337
HORS DE CONTROLE,2013-04-01,C8,Etats-Unis,1.71767,6.4,Monday,non,tt1226273,6.6,100685
RAMBO III,2013-11-12,C8,Etats-Unis,1.65844,6.0,Tuesday,non,tt0095956,5.8,143339
RAMBO,2013-11-26,C8,Etats-Unis,1.53998,5.6,Tuesday,non,tt0083944,7.7,284413
AU COEUR DU MENSONGE,2013-06-02,C8,France,1.48075,5.8,Sunday,non,tt0164368,6.6,2586
LE DROIT DE TUER,2013-09-10,CStar,Etats-Unis,0.76999,3.2,Tuesday,non,tt0080707,5.7,6802
LE GRAND TOURNOI,2013-11-28,CStar,Etats-Unis,0.65153,2.6,Thursday,non,tt0117420,5.6,28829
MISSION : IMPOSSIBLE,2013-05-30,CStar,Etats-Unis,0.65153,2.5,Thursday,non,tt0117060,7.2,481598
"LA GUERRE DES BOUTONS, CA RECOMMENCE",2013-08-01,CStar,Royaume-Uni / France,0.65153,3.3,Thursday,oui,tt0111666,7.3,4729
QUELQUES MESSIEURS TROP TRANQUILLES,2013-09-16,CStar,France,0.53307,2.3,Monday,non,tt0069146,5.7,382
PLANETE 51,2013-05-14,Gulli,Espagne,1.24383,4.5,Tuesday,non,tt0762125,6.0,59588
LA COCCINELLE REVIENT,2013-10-27,Gulli,Etats-Unis,1.12537,4.1,Sunday,oui,tt0400497,4.9,51897
"SNOWFLAKE, LE GORILLE BLANC",2013-01-29,Gulli,Espagne,0.94768,3.3,Tuesday,non,tt1429433,4.3,777
ANASTASIA,2013-01-08,Gulli,Etats-Unis,0.82922,3.1,Tuesday,non,tt0118617,7.1,139696
LA GUERRE DES BOUTONS,2013-06-13,Gulli,France,0.82922,3.0,Thursday,non,tt0054949,7.4,2902
FAST AND FURIOUS IV,2013-05-21,NRJ12,Etats-Unis,1.71767,6.5,Tuesday,non,tt1013752,6.5,318747
LE DERNIER CHEYENNE,2013-02-05,NRJ12,Etats-Unis,1.12537,4.3,Tuesday,non,tt0113617,6.9,6175
CLEANER,2013-06-18,NRJ12,Etats-Unis,1.12537,4.3,Tuesday,non,tt0896798,6.1,46279
MON VOISIN LE TUEUR,2013-06-04,NRJ12,Etats-Unis,1.06614,4.0,Tuesday,non,tt0190138,6.7,131381
LE TOMBEAU,2013-05-28,NRJ12,Royaume-Uni,0.94768,3.5,Tuesday,non,tt0201485,5.3,9643
X-MEN : L'AFFRONTEMENT FINAL,2013-05-02,TFX,Etats-Unis,1.53998,5.9,Thursday,non,tt0376994,6.6,554400
X-MEN ORIGINS : WOLVERINE,2013-05-09,TFX,Etats-Unis,1.48075,6.0,Thursday,non,tt0458525,6.5,548965
LE TRANSPORTEUR,2013-02-14,TFX,France,1.42152,5.5,Thursday,oui,tt0293662,6.8,326984
G.I. JOE : LE REVEIL DU COBRA,2013-03-21,TFX,Etats-Unis,1.24383,5.0,Thursday,non,tt1046173,5.7,216912
LE MONDE PERDU DE JURASSIC PARK,2013-12-12,TFX,Etats-Unis,1.1846,5.1,Thursday,non,tt0119567,6.6,453413
"MOI, MOCHE ET MECHANT",2013-10-24,TMC,Etats-Unis,2.25074,8.3,Thursday,oui,tt1323594,7.6,601309
"MAMAN, J'AI RATE L'AVION",2013-12-26,TMC,Etats-Unis,1.7769,7.1,Thursday,oui,tt0099785,7.7,684127
CHAOS,2013-12-09,TMC,Royaume-Uni,1.65844,6.2,Monday,non,tt0402910,6.4,58792
BRAQUAGE A L'ITALIENNE,2013-06-03,TMC,Etats-Unis,1.65844,6.1,Monday,non,tt0317740,7.0,395376
OU SONT PASSES LES MORGAN ?,2013-02-21,TMC,Etats-Unis,1.59921,6.4,Thursday,oui,tt1314228,4.9,43342
ARRETE-MOI SI TU PEUX,2013-01-07,W9,Etats-Unis,2.13228,8.5,Monday,oui,tt0264464,8.1,1138770
TAKEN,2013-02-04,W9,France,2.07305,7.5,Monday,non,tt0936501,7.7,647826
IRON MAN,2013-06-11,W9,Etats-Unis,1.89536,7.6,Tuesday,non,tt0371746,7.9,1154324
KICK-ASS,2013-06-24,W9,Royaume-Uni,1.59921,6.1,Monday,non,tt1250777,7.6,604258
UNE JOURNEE EN ENFER,2013-09-05,W9,Etats-Unis,1.53998,6.5,Thursday,non,tt0112864,7.6,416392
RIEN A DECLARER,2013-05-26,TF1,France / Belgique,9.95064,37.4,Sunday,non,tt1528313,6.4,15530
AVATAR,2013-11-10,TF1,Etats-Unis,9.71372,39.1,Sunday,non,tt0499549,7.9,1414357
"SHREK 4, IL ETAIT UNE FIN",2013-10-20,TF1,Etats-Unis,8.2922,29.3,Sunday,oui,tt0892791,6.3,231136
SANS IDENTITE,2013-03-24,TF1,Allemagne / Royaume-Uni / France,8.35143,31.5,Sunday,non,tt1401152,6.8,271854
L'AGENCE TOUS RISQUES,2013-02-17,TF1,Etats-Unis,7.6999,29.5,Sunday,oui,tt0429493,6.7,271696
LES PETITS MOUCHOIRS,2013-03-12,M6,France,4.97532,21.0,Tuesday,non,tt1440232,7.1,27479
RAIPONCE,2013-12-23,M6,Etats-Unis,4.50148,16.1,Monday,oui,tt0398286,7.7,511308
LE PETIT NICOLAS,2013-02-26,M6,France / Belgique,4.44225,15.1,Tuesday,non,tt1264904,7.1,14377
L'APPRENTI SORCIER,2013-12-19,M6,Etats-Unis,3.84995,15.7,Thursday,non,tt0963966,6.1,172348
UNE JOURNEE EN ENFER,2013-05-23,M6,Etats-Unis,3.67226,15.3,Thursday,non,tt0112864,7.6,416392
CAPTAIN AMERICA : FIRST AVENGER,2014-04-27,France 2,Etats-Unis,5.141091,19.3,Sunday,oui,tt0458339,6.9,918040
LES FEMMES DU 6E ETAGE,2014-03-09,France 2,France,5.081998,18.9,Sunday,non,tt1805297,7.1,10793
