TITRE;Date de diffusion;Chaîne;Nationalité;Téléspectateurs (en millions);Part d'audience (en %)
3 BILLBOARDS : LES PANNEAUX DE LA VENGEANCE;10/01/2021;France 2;Europe;4,380792;18
LE PROFESSIONNEL;07/09/2021;France 2;France;4,263436;18,8
UN HOMME PRESSE;14/03/2021;France 2;France;4,150224;16
DOCTEUR ?;12/12/2021;France 2;France;3,975366;17,5
L'EMPEREUR DE PARIS;17/01/2021;France 2;France;3,74673;16
LES CHATOUILLES;17/03/2021;France 2;France;3,74673;15,1
LES VIEUX FOURNEAUX;16/12/2021;France 3;France;3,226384;14,2
SANG FROID;02/12/2021;France 3;Europe;2,765472;12,9
PAULINE DETECTIVE;16/08/2021;France 3;France;2,650244;12,5
JACK REACHER;04/02/2021;France 3;Etats-Unis;2,59389;11,2
LA FAILLE;15/02/2021;France 3;Etats-Unis;2,536248;10,5
APPALOOSA;28/01/2021;France 3;Etats-Unis;2,478606;10,7
L'INCROYABLE HISTOIRE DU FACTEUR CHEVAL;05/04/2021;France 3;France;2,478606;9,3
UN CRIME AU PARADIS;02/08/2021;France 3;France;2,477402;12
L'HERMINE;18/11/2021;France 3;France;2,477402;11,5
AURORE;25/02/2021;France 3;France;2,420964;10,4
L'ASCENSION;08/01/2021;France 4;France;0,749346;3,1
LE MARIAGE DE MON MEILLEUR AMI;26/02/2021;France 4;Etats-Unis;0,518778;2,3
TERRA WILLY, PLANETE INCONNUE;23/04/2021;France 4;France;0,461136;1,7
HAPPY FEET 2;19/02/2021;France 4;;0,403494;1,7
HAPPY FEET;12/02/2021;France 4;Etats-Unis;0,403494;1,6
TERRE DES OURS;12/03/2021;France 4;France;0,403494;1,5
ETRE ET AVOIR;05/03/2021;France 4;France;0,345852;1,4
LE SECRET DE L'ETOILE DU NORD;05/02/2021;France 4;Europe;0,345852;1,4
CROC-BLANC;16/04/2021;France 4;France;0,345852;1,3
CIGOGNES ET COMPAGNIE;19/03/2021;France 4;Etats-Unis;0,28821;1,2
COUP DE TORCHON;29/03/2021;France 5;France;1,498692;5,9
BLOW OUT;01/02/2021;France 5;Etats-Unis;1,383408;5,5
PERIL EN LA DEMEURE;07/06/2021;France 5;France;1,267508;5,4
CHEVAL DE GUERRE;03/05/2021;France 5;Europe;1,15228;4,7
LES CHARIOTS DE FEU;26/04/2021;France 5;Europe;1,095198;4,3
ET AU MILIEU COULE UNE RIVIERE;11/01/2021;France 5;Etats-Unis;1,037556;4,1
37°2 LE MATIN;04/01/2021;France 5;France;0,979914;3,9
MILOU EN MAI;15/02/2021;France 5;France;0,979914;3,9
LES NERFS A VIF;10/05/2021;France 5;Etats-Unis;0,979438;4
MOURIR D'AIMER;01/03/2021;France 5;France;0,922272;3,9
LE SENS DE LA FETE;24/01/2021;TF1;France;7,49346;31,2
JUMANJI : BIENVENUE DANS LA JUNGLE;04/04/2021;TF1;Etats-Unis;6,34062;25,1
RETOUR CHEZ MA MERE;30/05/2021;TF1;France;6,33754;28,2
BIENVENUE CHEZ LES CH'TIS;03/10/2021;TF1;France;6,279926;29,4
LES TUCHE 3;06/06/2021;TF1;France;5,934242;26,7
LE FLIC DE BELLEVILLE;28/03/2021;TF1;France;5,879484;24,5
ANT-MAN ET LA GUEPE;18/04/2021;TF1;Etats-Unis;5,879484;23,3
QU'EST-CE QU ON A FAIT AU BON DIEU ?;14/11/2021;TF1;France;5,819014;25,1
MARIE-FRANCINE;25/07/2021;TF1;France;5,7614;28,3
A STAR IS BORN;21/11/2021;TF1;Etats-Unis;5,7614;28,2
BLACK PANTHER;22/04/2021;TMC;Etats-Unis;1,786902;8,4
TAXI 2;12/05/2021;TMC;France;1,613192;6,7
ROBIN DES BOIS;27/12/2021;TMC;Europe;1,555578;7,7
LUCY;29/11/2021;TMC;France;1,497964;6,4
ROGUE ONE : A STAR WARS STORY;05/04/2021;TMC;Etats-Unis;1,44105;6,1
STAR WARS EPISODE 7 : LE REVEIL DE LA FORCE;30/08/2021;TMC;Etats-Unis;1,44035;7,3
HARRY POTTER ET LA COUPE DE FEU;20/12/2021;TMC;Europe;1,44035;7,1
LES TUCHE 3;27/10/2021;TMC;France;1,44035;6,3
MECHANIC : RESURRECTION;04/01/2021;TMC;Etats-Unis;1,383408;5,6
LES VISITEURS;03/06/2021;TMC;France;1,382736;6,7
MAMAN, J'AI RATE L'AVION;14/04/2021;TFX;Etats-Unis;1,325766;5,2
HITMAN AND BODYGUARD;30/06/2021;TFX;Europe;1,325122;6,6
MAMAN, J'AI ENCORE RATE L'AVION;21/04/2021;TFX;Etats-Unis;1,095198;4,4
LA STRATEGIE ENDER;05/05/2021;TFX;Etats-Unis;1,094666;4,3
MAN OF STEEL;12/01/2021;TFX;;0,979914;4,5
TRUE LIES;07/04/2021;TFX;Etats-Unis;0,979914;4,1
LE GRAND RESTAURANT;16/05/2021;TFX;France;0,979438;4,2
LA 5EME VAGUE;28/03/2021;TFX;Etats-Unis;0,922272;3,9
BATTLESHIP;16/11/2021;TFX;Etats-Unis;0,921824;4,5
MAMAN, J'AI RATE L'AVION;07/12/2021;TFX;Etats-Unis;0,921824;3,9
LE JOUR DE GLOIRE;07/05/2021;TF1 Séries Films;France;1,037052;3,9
L'ARME FATALE;25/03/2021;TF1 Séries Films;Etats-Unis;0,86463;3,8
SISSI;26/12/2021;TF1 Séries Films;Europe;0,86421;4,3
ELYSIUM;18/03/2021;TF1 Séries Films;Etats-Unis;0,806988;3,3
MAD MAX : FURY ROAD;21/11/2021;TF1 Séries Films;autres nationalités;0,806596;3,8
LE PLACARD;14/10/2021;TF1 Séries Films;France;0,806596;3,7
JUPITER : LE DESTIN DE L'UNIVERS;15/04/2021;TF1 Séries Films;Europe;0,749346;3,1
INTERSTELLAR;21/10/2021;TF1 Séries Films;Etats-Unis;0,748982;4,1
LES EVADES;16/09/2021;TF1 Séries Films;Etats-Unis;0,748982;3,7
DANS LA LIGNE DE MIRE;11/11/2021;TF1 Séries Films;Etats-Unis;0,748982;3,6
LA REINE DES NEIGES 2;20/12/2021;M6;Etats-Unis;4,32105;17,9
BOHEMIAN RHAPSODY;01/12/2021;M6;Europe;4,205822;20,1
VAIANA, LA LEGENDE DU BOUT DU MONDE;04/04/2021;M6;Etats-Unis;4,03494;15,5
LE CHANT DU LOUP;15/04/2021;M6;France;3,977298;17,3
LA BELLE ET LA BETE;17/12/2021;M6;Etats-Unis;3,572068;18,1
INSAISISSABLES;11/02/2021;M6;Etats-Unis;3,17031;14,2
INSAISISSABLES 2;18/02/2021;M6;Etats-Unis;3,112668;14
SEVEN SISTERS;08/04/2021;M6;Europe;2,997384;13,4
OSS 117 : LE CAIRE, NID D'ESPIONS;02/08/2021;M6;France;2,823086;14,1
OSS 117 : RIO NE REPOND PLUS;09/08/2021;M6;France;2,707858;13,8
LA CHUTE DE LONDRES;18/01/2021;W9;Etats-Unis;2,01747;8,1
INDIANA JONES ET LE TEMPLE MAUDIT;01/03/2021;W9;Etats-Unis;1,786902;7,9
LES AVENTURIERS DE L'ARCHE PERDUE;22/02/2021;W9;Etats-Unis;1,72926;7,8
RED;03/05/2021;W9;Etats-Unis;1,72842;7
RED 2;10/05/2021;W9;Etats-Unis;1,670806;6,9
INDIANA JONES ET LA DERNIERE CROISADE;08/03/2021;W9;Etats-Unis;1,556334;6,4
RATATOUILLE;29/06/2021;W9;Etats-Unis;1,555578;7,4
AVENGERS;26/04/2021;W9;Etats-Unis;1,498692;6,3
DIE HARD 4 : RETOUR EN ENFER;27/09/2021;W9;Etats-Unis;1,497964;6,9
DEADPOOL;11/01/2021;W9;Etats-Unis;1,44105;6
BENJAMIN GATES ET LE LIVRE DES SECRETS;10/02/2021;6ter;Etats-Unis;0,979914;4,1
MISSION : IMPOSSIBLE, PROTOCOLE FANTOME;27/01/2021;6ter;Etats-Unis;0,86463;3,8
BENJAMIN GATES ET LE TRESOR DES TEMPLIERS;03/02/2021;6ter;Etats-Unis;0,806988;3,3
L'AGE DE GLACE 3;21/04/2021;6ter;Etats-Unis;0,806988;3,1
L'AGE DE GLACE 2;14/04/2021;6ter;Etats-Unis;0,806988;3
CENDRILLON;26/12/2021;6ter;Europe;0,806596;3,9
PIRATES DES CARAIBES : JUSQU'AU BOUT DU MONDE;24/02/2021;6ter;Etats-Unis;0,749346;3,6
MISSION : IMPOSSIBLE 3;20/01/2021;6ter;Etats-Unis;0,749346;3,1
MATILDA;19/12/2021;6ter;Etats-Unis;0,748982;3,2
LA TOTALE;27/06/2021;6ter;France;0,748982;3,2
SHREK LE TROISIEME;06/04/2021;Gulli;Etats-Unis;0,634062;2,3
SHREK 4, IL ETAIT UNE FIN;13/04/2021;Gulli;Etats-Unis;0,634062;2,2
PETER ET ELLIOTT LE DRAGON;22/12/2021;Gulli;Etats-Unis;0,57614;2,5
LE PARC DES MERVEILLES;01/11/2021;Gulli;Etats-Unis;0,57614;2,4
UN FLIC A LA MATERNELLE;01/09/2021;Gulli;Etats-Unis;0,57614;2,4
LES PINGOUINS DE MADAGASCAR;20/04/2021;Gulli;Etats-Unis;0,518778;2
LA GLOIRE DE MON PERE;13/10/2021;Gulli;France;0,518526;2,5
SHREK;28/10/2021;Gulli;Etats-Unis;0,518526;2,4
MINUSCULE : LA VALLEE DES FOURMIS PERDUES;22/06/2021;Gulli;France;0,518526;2,3
MADAGASCAR 2;16/03/2021;Gulli;Etats-Unis;0,461136;1,8
CANICULE;13/10/2021;Canal +;;0,748982;3,8
ADIEU LES CONS;15/10/2021;Canal +;France;0,748982;3,7
GREENLAND, LE DERNIER REFUGE;24/09/2021;Canal +;Etats-Unis;0,748982;3,6
BRAQUAGE EN OR;29/12/2021;Canal +;Etats-Unis;0,748982;3,3
ANTOINETTE DANS LES CEVENNES;01/06/2021;Canal +;France;0,748982;3,1
LA BELLE EPOQUE;01/01/2021;Canal +;France;0,691704;2,9
UNE AFFAIRE DE DETAILS;12/11/2021;Canal +;Etats-Unis;0,691368;3,4
1917;18/12/2021;Canal +;Etats-Unis;0,633754;3
CEUX QUI VEULENT MA MORT;03/12/2021;Canal +;Etats-Unis;0,633754;2,9
SEULES LES BETES;26/01/2021;Canal +;France;0,57642;2,4
UN AIR DE FAMILLE;19/01/2021;C8;France;1,383408;6,4
DERNIER DOMICILE CONNU;04/07/2021;C8;France;1,325122;6,4
L'HERITIER;14/02/2021;C8;France;1,268124;5,6
MARY;26/07/2021;C8;Etats-Unis;1,267508;6,1
PENDEZ-LES HAUT ET COURT;12/10/2021;C8;Etats-Unis;1,209894;6
LA VACHE ET LE PRISONNIER;18/04/2021;C8;France;1,15284;4,6
LES GEANTS DE L'OUEST;02/11/2021;C8;Etats-Unis;1,094666;5,5
WORLD WAR Z;01/02/2021;C8;Etats-Unis;1,037556;4,7
LE TATOUE;25/04/2021;C8;France;1,037556;4
LE SOLEIL DES VOYOUS;30/05/2021;C8;France;1,037052;4,8
MARY;08/03/2021;CStar;Etats-Unis;0,86463;3,3
WORLD WAR Z;26/05/2021;CStar;Etats-Unis;0,691368;3
FORCES SPECIALES;06/01/2021;CStar;France;0,634062;2,6
THE RYAN INITIATIVE;10/03/2021;CStar;Etats-Unis;0,634062;2,6
GREEN ZONE;17/11/2021;CStar;Europe;0,633754;2,8
UNSTOPPABLE;19/05/2021;CStar;Etats-Unis;0,633754;2,5
PROBLEMOS;02/11/2021;CStar;France;0,57614;2,5
BASIC INSTINCT;17/03/2021;CStar;Etats-Unis;0,518778;2,4
ALIEN : COVENANT;07/04/2021;CStar;Etats-Unis;0,518778;2,2
MES MEILLEURS COPAINS;15/12/2021;CStar;France;0,518526;2,4
WIND RIVER;19/09/2021;NRJ12;Etats-Unis;1,037052;5
ENNEMI D'ETAT;13/04/2021;NRJ12;Etats-Unis;0,922272;3,8
JASON BOURNE : L'HERITAGE;30/11/2021;NRJ12;Etats-Unis;0,921824;4,4
THE NOVEMBER MAN;01/07/2021;NRJ12;Etats-Unis;0,921824;4,4
LE NOUVEAU PROTOCOLE;08/07/2021;NRJ12;France;0,86421;4
CODE MERCURY;14/09/2021;NRJ12;Etats-Unis;0,86421;3,6
U.S. MARSHALS;09/02/2021;NRJ12;Etats-Unis;0,749346;3,5
L'OEIL DU MAL;02/11/2021;NRJ12;Etats-Unis;0,748982;3,5
OBLIVION;23/11/2021;NRJ12;Etats-Unis;0,748982;3,4
INCASSABLE;18/05/2021;NRJ12;Etats-Unis;0,748982;3,2
APPARENCES;03/06/2021;Chérie 25;Etats-Unis;0,86421;4
L'AFFAIRE SK1;14/10/2021;Chérie 25;France;0,806596;4,1
BOOMERANG;19/11/2021;Chérie 25;France;0,806596;3,8
A ARMES EGALES;04/03/2021;Chérie 25;Etats-Unis;0,749346;3,6
LE GRAND ALIBI;19/02/2021;Chérie 25;France;0,749346;3,1
A BOUT PORTANT;07/10/2021;Chérie 25;France;0,748982;3,4
JEUX DE POUVOIR;08/04/2021;Chérie 25;Etats-Unis;0,691704;3,1
DOUBLE JEU;15/04/2021;Chérie 25;Etats-Unis;0,691704;2,9
SIX JOURS, SEPT NUITS;10/06/2021;Chérie 25;Etats-Unis;0,691368;3,3
LE BONHOMME DE NEIGE;18/03/2021;Chérie 25;Europe;0,634062;2,7
TENDRE POULET;04/01/2021;Arte;France;2,075112;7,8
AMANDA;14/04/2021;Arte;France;2,01747;7,6
UNE FEMME DE MENAGE;22/01/2021;Arte;France;1,844544;7,3
WILL HUNTING;26/04/2021;Arte;Etats-Unis;1,844544;7,1
LA BAULE-LES PINS;18/01/2021;Arte;France;1,786902;6,9
LA HORSE;28/04/2021;Arte;France;1,786902;6,4
ESPION(S);24/11/2021;Arte;France;1,72842;7
THE LOST CITY OF Z;31/01/2021;Arte;Etats-Unis;1,671618;7,2
POULET AU VINAIGRE;19/04/2021;Arte;France;1,671618;6,4
LE TRAIN;28/03/2021;Arte;France;1,613976;6,8
REBELLES;11/12/2022;France 2;France;4,313;18,6
LA GRANDE VADROUILLE;17/04/2022;France 2;France;4,244;20,5
PAPI SITTER;13/02/2022;France 2;France;4,041;17,9
AU NOM DE LA TERRE;23/02/2022;France 2;France;3,637;15,8
1917;13/11/2022;France 2;Etats-Unis;3,631;17
LES TONTONS FLINGUEURS;02/01/2022;France 2;France;3,535;16
ADIEU LES CONS;11/09/2022;France 2;France;3,513;15,8
FETE DE FAMILLE;06/02/2022;France 2;France;3,319;15,1
LES INVISIBLES;27/02/2022;France 2;France;3,285;15,6
LA CHANCE DE MA VIE;27/11/2022;France 2;France;3,219;14,1
LA BONNE EPOUSE;21/02/2022;France 3;France;3,01;13,7
LA CHEVRE;22/08/2022;France 3;France;2,794;13,5
MON PETIT DOIGT M'A DIT...;03/03/2022;France 3;France;2,793;12,6
L AILE OU LA CUISSE;22/12/2022;France 3;France;2,667;12,9
UN LONG DIMANCHE DE FIANCAILLES;20/01/2022;France 3;France;2,629;12,5
ET POUR QUELQUES DOLLARS DE PLUS;25/07/2022;France 3;Europe;2,605;14,7
UNE INTIME CONVICTION;28/11/2022;France 3;France;2,575;12
LE CRIME EST NOTRE AFFAIRE;24/02/2022;France 3;France;2,533;11,2
PHILOMENA;14/03/2022;France 3;Europe;2,491;11,5
LES COMPERES;15/08/2022;France 3;France;2,469;14
LA BONNE ANNEE;03/01/2022;France 5;France;1,376;6,3
UN JOUR SANS FIN;18/02/2022;France 5;Etats-Unis;1,31;6,3
LE CRABE TAMBOUR;22/04/2022;France 5;France;1,051;5,1
DANS LA CHALEUR DE LA NUIT;17/01/2022;France 5;Etats-Unis;1,033;4,5
TOUT FEU TOUT FLAMME;16/12/2022;France 5;France;1,013;4,9
RAISON ET SENTIMENTS;30/09/2022;France 5;Europe;0,961;5
HOPE AND GLORY;11/02/2022;France 5;Europe;0,953;4,5
HEAT;18/03/2022;France 5;Etats-Unis;0,951;5,6
DIABOLO MENTHE;25/03/2022;France 5;France;0,944;4,6
PHILADELPHIA;02/12/2022;France 5;Etats-Unis;0,908;4,5
QU'EST-CE QU'ON A ENCORE FAIT AU BON DIEU;03/04/2022;TF1;France;7,822;34
RAID DINGUE;30/01/2022;TF1;France;6,163;29
LES BRONZES FONT DU SKI;15/02/2022;TF1;France;4,834;21,9
ALIBI.COM;06/02/2022;TF1;France;4,815;22,1
LE DINER DE CONS;26/06/2022;TF1;France;4,81;23,7
RIEN A DECLARER;22/05/2022;TF1;France;4,803;24,9
JURASSIC WORLD FALLEN KINGDOM;05/06/2022;TF1;Etats-Unis;4,782;24,9
LA CHTITE FAMILLE;04/09/2022;TF1;France;4,706;23,6
SPIDER-MAN FAR FROM HOME;13/02/2022;TF1;Etats-Unis;4,674;22,8
ON A RETROUVE LA 7E COMPAGNIE;30/06/2022;TF1;France;4,625;23,5
QU EST-CE QU ON A FAIT AU BON DIEU;25/05/2022;TMC;France;1,796;8,7
LES TUCHE;13/04/2022;TMC;France;1,53;7,2
LE DINER DE CONS;19/10/2022;TMC;France;1,488;7,4
LES TUCHE 2 LE REVE AMERICAIN;24/04/2022;TMC;France;1,446;6,6
HARRY POTTER ET LES RELIQUES DE LA MORT ;29/12/2022;TMC;Europe;1,445;7,7
THOR RAGNAROK;07/02/2022;TMC;Etats-Unis;1,387;7,8
LES VACANCES DE DUCOBU;20/07/2022;TMC;France;1,359;7,2
QU EST CE QU ON A ENCORE FAIT AU BON DIEU;22/09/2022;TMC;France;1,318;6,8
CAPTAIN AMERICA CIVIL WAR;21/02/2022;TMC;Etats-Unis;1,297;6,8
MECHANIC RESURRECTION;11/04/2022;TMC;Etats-Unis;1,254;6,4
MOI MOCHE ET MECHANT 3;10/11/2022;TFX;Etats-Unis;1,056;4,9
WASABI;22/02/2022;TFX;France;1,008;4,2
INSPECTEUR LABAVURE;17/08/2022;TFX;France;0,949;5,2
MISSION IMPOSSIBLE 2;30/08/2022;TFX;Etats-Unis;0,943;5
SPEED;29/04/2022;TFX;Etats-Unis;0,94;4,7
LA STRATEGIE ENDER;24/05/2022;TFX;Etats-Unis;0,932;4,4
LE TRANSPORTEUR 3;24/11/2022;TFX;France;0,915;4,5
LE TRANSPORTEUR 2;19/04/2022;TFX;France;0,914;3,9
LE TRANSPORTEUR 2;17/11/2022;TFX;France;0,894;4,3
MOI MOCHE ET MECHANT 2;03/11/2022;TFX;Etats-Unis;0,874;4,3
L'ARME FATALE 4;31/03/2022;TF1 Séries Films;Etats-Unis;1,11;5,5
SISSI FACE A SON DESTIN;09/01/2022;TF1 Séries Films;Europe;0,939;4,5
L ARME FATALE;10/03/2022;TF1 Séries Films;Etats-Unis;0,878;3,9
CATWOMAN;03/03/2022;TF1 Séries Films;Etats-Unis;0,869;3,9
SISSI IMPERATRICE;02/01/2022;TF1 Séries Films;Europe;0,844;3,8
LE FUGITIF;13/06/2022;TF1 Séries Films;Etats-Unis;0,815;4
I, ROBOT;13/01/2022;TF1 Séries Films;Etats-Unis;0,771;3,4
L'ARME FATALE 2;17/03/2022;TF1 Séries Films;Etats-Unis;0,758;3,5
SEVEN;16/10/2022;TF1 Séries Films;Etats-Unis;0,754;4
TANGO ET CASH;28/04/2022;TF1 Séries Films;Etats-Unis;0,74;3,4
ASTERIX LE SECRET DE LA POTION MAGIQUE;26/12/2022;M6;France;3,629;17,4
LE ROI LION;17/04/2022;M6;Etats-Unis;3,321;16,2
ASTERIX ET OBELIX AU SERVICE DE SA MAJESTE;10/04/2022;M6;France;3,224;15,2
A FOND;28/02/2022;M6;France;2,971;13,6
JOYEUSE RETRAITE;15/07/2022;M6;France;2,964;18
KINGSMAN SERVICES SECRETS;03/01/2022;M6;Europe;2,814;13,9
RATATOUILLE;30/12/2022;M6;Etats-Unis;2,744;13,3
ASTERIX LE DOMAINE DES DIEUX;19/12/2022;M6;France;2,588;11,4
TOP GUN;19/05/2022;M6;Etats-Unis;2,578;11,5
LE LIVRE DE LA JUNGLE ;23/12/2022;M6;Etats-Unis;2,491;12,6
DIE HARD 4 - RETOUR EN ENFER;05/12/2022;W9;Etats-Unis;1,619;8,9
LA CHUTE DE LONDRES;24/01/2022;W9;Etats-Unis;1,525;6,6
SISTER ACT ACTE 2;20/01/2022;W9;Etats-Unis;1,472;6,7
58 MINUTES POUR VIVRE;21/11/2022;W9;Etats-Unis;1,433;7,3
DIE HARD 4 - RETOUR EN ENFER;28/03/2022;W9;Etats-Unis;1,427;7
UNE JOURNEE EN ENFER;28/11/2022;W9;Etats-Unis;1,414;7,2
DIE HARD BELLE JOURNEE POUR MOURIR;04/04/2022;W9;Etats-Unis;1,409;6,3
JOYEUSE RETRAITE;18/09/2022;W9;France;1,317;6,1
SISTER ACT;13/01/2022;W9;Etats-Unis;1,246;5,4
DIE HARD BELLE JOURNEE POUR MOURIR;12/12/2022;W9;Etats-Unis;1,211;5,4
ZOOTOPIE;28/12/2022;6ter;Etats-Unis;1,14;5,5
CROCODILE DUNDEE 2;09/03/2022;6ter;Autres;1,071;4,8
LE LIVRE DE LA JUNGLE ;27/04/2022;6ter;Etats-Unis;1,027;4,6
CROCODILE DUNDEE;02/03/2022;6ter;Autres;0,862;3,8
LA BELLE ET LA BETE;04/05/2022;6ter;Etats-Unis;0,84;3,9
VAIANA LA LEGENDE DU BOUT DU MONDE;13/02/2022;6ter;Etats-Unis;0,787;3,5
LE FLIC DE BEVERLY HILLS;28/09/2022;6ter;Etats-Unis;0,773;3,8
LE GENDARME A NEW YORK;16/08/2022;6ter;France;0,739;4,1
OSS 117 RIO NE REPOND PLUS;06/04/2022;6ter;France;0,738;3,2
IRON MAN;22/05/2022;6ter;Etats-Unis;0,698;3,7
JUMANJI;11/02/2022;Gulli;Etats-Unis;0,774;3,7
LE GRINCH;20/12/2022;Gulli;Etats-Unis;0,708;3,2
ASTERIX ET LES VIKINGS;18/11/2022;Gulli;France;0,706;3,2
WILLOW;29/11/2022;Gulli;Etats-Unis;0,638;3,1
ASTERIX ET LA SURPRISE DE CESAR;11/11/2022;Gulli;France;0,612;2,9
ASTERIX ET LE COUP DU MENHIR;04/11/2022;Gulli;France;0,59;2,8
SHREK;10/06/2022;Gulli;Etats-Unis;0,576;2,8
LES SCHTROUMPFS ET LE VILLAGE PERDU;26/04/2022;Gulli;Etats-Unis;0,574;2,4
CHICKEN RUN;29/10/2022;Gulli;Europe;0,565;2,7
HOTEL TRANSYLVANIE;25/10/2022;Gulli;Etats-Unis;0,519;2,2
TOP GUN MAVERICK;22/12/2022;Canal +;;1,352;6,3
LE SECRET DE LA CITE PERDUE;04/11/2022;Canal +;;1,167;5,2
IRREDUCTIBLE;30/12/2022;Canal +;;1,1;4,9
MOURIR PEUT ATTENDRE;16/04/2022;Canal +;Europe;0,993;5
ENCANTO LA FANTASTIQUE FAMILLE MADRIGAL;12/08/2022;Canal +;Etats-Unis;0,982;6
OSS 117 ALERTE ROUGE EN AFRIQUE NOIRE;01/04/2022;Canal +;France;0,959;4,2
JUNGLE CRUISE;13/05/2022;Canal +;Etats-Unis;0,917;4,7
UNCHARTED;07/10/2022;Canal +;Autres;0,764;3,7
SONIC 2 LE FILM;28/10/2022;Canal +;Etats-Unis;0,763;3,6
BAC NORD;18/02/2022;Canal +;France;0,763;3,5
SANS MOBILE APPARENT;19/06/2022;C8;France;1,084;5,6
LES ENFANTS DU MARAIS;23/01/2022;C8;France;1,022;5
MAIGRET VOIT ROUGE;12/06/2022;C8;France;1,007;5
JASON BOURNE;05/09/2022;C8;Etats-Unis;0,911;4,8
AMELIE AU PAYS DES BODIN'S;11/04/2022;C8;France;0,899;4,3
LA BATAILLE DE MIDWAY;03/05/2022;C8;Etats-Unis;0,87;4,7
LES MUNICIPAUX CES HEROS;10/01/2022;C8;France;0,869;3,9
MORT OU VIF;29/11/2022;C8;Etats-Unis;0,869;4,2
MARY;21/11/2022;C8;Etats-Unis;0,847;4,3
SERAPHIM FALLS;06/12/2022;C8;Etats-Unis;0,847;4,1
RAMBO 2;30/03/2022;CStar;Etats-Unis;0,781;3,4
RAMBO;23/03/2022;CStar;Etats-Unis;0,731;3,2
TERMINATOR 2;11/05/2022;CStar;Etats-Unis;0,725;3,7
RAMBO 3;06/04/2022;CStar;Etats-Unis;0,689;2,9
G.I. JOE CONSPIRATION;02/03/2022;CStar;Etats-Unis;0,616;2,7
TERMINATOR 2;12/10/2022;CStar;Etats-Unis;0,612;3,3
LA DERNIERE LEGION;16/03/2022;CStar;France;0,601;2,7
LES RIVIERES POURPRES 2 LES ANGES DE L'APOCALYPSE ;02/02/2022;CStar;France;0,559;2,6
STAR TREK SANS LIMITES;09/11/2022;CStar;Etats-Unis;0,541;2,6
TRANSFORMERS L'AGE DE L'EXTINCTION;26/10/2022;CStar;Etats-Unis;0,514;2,8
OTAGE;26/01/2022;NRJ12;Etats-Unis;1,21;5,8
SALT;11/10/2022;NRJ12;Etats-Unis;0,842;3,8
ENTRE AMIS;05/07/2022;NRJ12;France;0,828;4,4
LE CONTRAT;04/10/2022;NRJ12;Etats-Unis;0,812;3,8
THE WAVE;25/01/2022;NRJ12;Europe;0,754;3,3
DEUX HEURES MOINS LE QUART AVANT J.C.;02/08/2022;NRJ12;France;0,746;4,6
LA PROPHETIE DE L HORLOGE;01/11/2022;NRJ12;Autres;0,716;3,2
HORSE SOLDIERS;17/05/2022;NRJ12;Etats-Unis;0,705;3,5
KINGDOM OF HEAVEN;29/06/2022;NRJ12;Europe;0,702;3,9
LE PRIX A PAYER;19/07/2022;NRJ12;France;0,636;3,4
LES PLEINS POUVOIRS;07/04/2022;Chérie 25;Etats-Unis;1,065;4,9
CREANCE DE SANG;21/04/2022;Chérie 25;Etats-Unis;0,923;4,3
JUGE COUPABLE;14/04/2022;Chérie 25;Etats-Unis;0,902;4,4
ARBITRAGE;13/10/2022;Chérie 25;Etats-Unis;0,87;4,5
LE PIC DE DANTE;03/11/2022;Chérie 25;Etats-Unis;0,863;4,3
AU NOM DE MA FILLE;17/11/2022;Chérie 25;France;0,827;4
ROBIN DES BOIS PRINCE DES VOLEURS;29/09/2022;Chérie 25;Europe;0,764;4,3
LE MAJORDOME;17/02/2022;Chérie 25;Etats-Unis;0,667;3,2
EFFETS SECONDAIRES;15/12/2022;Chérie 25;Etats-Unis;0,609;3,1
BONE COLLECTOR;06/10/2022;Chérie 25;Etats-Unis;0,581;3
SIERRA TORRIDE;20/11/2022;Arte;Etats-Unis;1,894;8,6
L'EPREUVE DE FORCE;13/02/2022;Arte;Etats-Unis;1,68;7,5
ALICE ET LE MAIRE;27/04/2022;Arte;France;1,614;7
LE MYSTERE DE LA CHAMBRE JAUNE;19/01/2022;Arte;France;1,612;7,5
ROUBAIX UNE LUMIERE;17/10/2022;Arte;France;1,608;6,7
LES 3 JOURS DU CONDOR;04/12/2022;Arte;Etats-Unis;1,599;7,1
LE BOSSU;28/12/2022;Arte;France;1,509;7,4
LA FILLE COUPEE EN DEUX;02/02/2022;Arte;France;1,505;6,8
POUR UNE FEMME;30/11/2022;Arte;France;1,49;6,6
L'HOMME DES HAUTES PLAINES;28/08/2022;Arte;Etats-Unis;1,48;7,5
ANTOINETTE DANS LES CEVENNES;21/05/2023;France 2;FRANCE;5,758382;27,5
BOITE NOIRE;19/11/2023;France 2;FRANCE;5,523346;26,6
LES VETOS;19/02/2023;France 2;FRANCE;4,6575;22
LA DARONNE;19/03/2023;France 2;FRANCE;4,1975;20
LES AVENTURES DE RABBI JACOB;22/10/2023;France 2;FRANCE;4,054371;17,9
MOURIR PEUT ATTENDRE;10/12/2023;France 2;GRANDE BRETAGNE / ETATS UNIS;3,936853;21,2
BAC NORD;03/09/2023;France 2;FRANCE;3,760576;18,5
LA FOLIE DES GRANDEURS;09/04/2023;France 2;FRANCE;3,7375;19,9
A COUTEAUX TIRES;02/04/2023;France 2;ETATS UNIS;3,565;18,7
